population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,196,South Africa,3,Both,160,85+ years,298,HIV/AIDS,2,Percent,2023,0.006929962632290029,0.010584766789723518,0.004077969467947313
1,All Population,1,Deaths,196,South Africa,3,Both,160,85+ years,298,HIV/AIDS,3,Rate,2023,98.73034526464721,152.2139901080054,57.55011536294227
1,All Population,1,Deaths,196,South Africa,3,Both,162,10-19 years,298,HIV/AIDS,1,Number,2023,2925.4673826886465,3597.5545547726574,2433.30126440861
1,All Population,1,Deaths,196,South Africa,3,Both,162,10-19 years,298,HIV/AIDS,2,Percent,2023,0.27332243082404956,0.32899458077079397,0.23174886121188637
1,All Population,1,Deaths,196,South Africa,3,Both,162,10-19 years,298,HIV/AIDS,3,Rate,2023,26.89131094483773,33.06923151694734,22.36725020791076
1,All Population,1,Deaths,196,South Africa,3,Both,169,10-54 years,298,HIV/AIDS,1,Number,2023,86290.27627638484,105384.39390609658,66932.09156009745
1,All Population,1,Deaths,196,South Africa,3,Both,169,10-54 years,298,HIV/AIDS,2,Percent,2023,0.3831958503923046,0.4697009519912994,0.29659856377247074
1,All Population,1,Deaths,196,South Africa,3,Both,169,10-54 years,298,HIV/AIDS,3,Rate,2023,193.59612275617351,236.43463597083246,150.16516313486696
1,All Population,1,Deaths,196,South Africa,3,Both,197,15-39 years,298,HIV/AIDS,1,Number,2023,37970.22307511098,45562.16089003494,30299.588843361238
1,All Population,1,Deaths,196,South Africa,3,Both,197,15-39 years,298,HIV/AIDS,2,Percent,2023,0.3366472065531972,0.40705943315961657,0.2707392460572847
1,All Population,1,Deaths,196,South Africa,3,Both,197,15-39 years,298,HIV/AIDS,3,Rate,2023,135.54680225559923,162.6486418128928,108.1640307788748
1,All Population,1,Deaths,196,South Africa,3,Both,228,55+ years,298,HIV/AIDS,1,Number,2023,26724.751871146083,37334.87256893338,17267.119427308273
1,All Population,1,Deaths,196,South Africa,3,Both,228,55+ years,298,HIV/AIDS,2,Percent,2023,0.08713922520638746,0.12087653992508951,0.055516113128638515
1,All Population,1,Deaths,196,South Africa,3,Both,228,55+ years,298,HIV/AIDS,3,Rate,2023,296.5962007502006,414.3492674068244,191.63366023873184
1,All Population,1,Deaths,196,South Africa,3,Both,231,60+ years,298,HIV/AIDS,1,Number,2023,15122.535362072147,21877.48532267052,9598.368975727926
1,All Population,1,Deaths,196,South Africa,3,Both,231,60+ years,298,HIV/AIDS,2,Percent,2023,0.05731881246607939,0.08204661147564259,0.035991111926239626
1,All Population,1,Deaths,196,South Africa,3,Both,231,60+ years,298,HIV/AIDS,3,Rate,2023,235.12069149992428,340.14464864447916,149.2325920761041
1,All Population,1,Deaths,196,South Africa,3,Both,232,65-74 years,298,HIV/AIDS,1,Number,2023,6457.882235138392,9475.37783715079,4044.213393331534
1,All Population,1,Deaths,196,South Africa,3,Both,232,65-74 years,298,HIV/AIDS,2,Percent,2023,0.06727846164086083,0.09838677502447447,0.041594049143522105
1,All Population,1,Deaths,196,South Africa,3,Both,232,65-74 years,298,HIV/AIDS,3,Rate,2023,229.5614109424126,336.8257621164547,143.761576771072
1,All Population,1,Deaths,196,South Africa,3,Both,234,75+ years,298,HIV/AIDS,1,Number,2023,1927.6660136039045,2893.4737219402195,1151.4421826279965
1,All Population,1,Deaths,196,South Africa,3,Both,234,75+ years,298,HIV/AIDS,2,Percent,2023,0.016023488236401293,0.024792382749884108,0.009543606138848163
1,All Population,1,Deaths,196,South Africa,3,Both,234,75+ years,298,HIV/AIDS,3,Rate,2023,135.3880475084689,203.220762811583,80.87060093643733
1,All Population,1,Deaths,196,South Africa,3,Both,235,95+ years,298,HIV/AIDS,1,Number,2023,39.54576231645925,69.88517666643592,21.22366605929219
1,All Population,1,Deaths,196,South Africa,3,Both,235,95+ years,298,HIV/AIDS,2,Percent,2023,0.00414306766510935,0.006668278704010484,0.0020961816199596083
1,All Population,1,Deaths,196,South Africa,3,Both,235,95+ years,298,HIV/AIDS,3,Rate,2023,86.1096879476261,152.17283477190344,46.21388372401227
1,All Population,1,Deaths,196,South Africa,3,Both,238,12-23 months,298,HIV/AIDS,1,Number,2023,443.1337907303412,505.1752461662608,379.56956015181913
1,All Population,1,Deaths,196,South Africa,3,Both,238,12-23 months,298,HIV/AIDS,2,Percent,2023,0.09743126407305241,0.11078028966505689,0.08233749784341232
1,All Population,1,Deaths,196,South Africa,3,Both,238,12-23 months,298,HIV/AIDS,3,Rate,2023,42.40667458253165,48.34386977354049,36.32375403433836
1,All Population,1,Deaths,196,South Africa,3,Both,243,75-84 years,298,HIV/AIDS,1,Number,2023,1609.163167538242,2415.7606847061643,966.7924015439019
1,All Population,1,Deaths,196,South Africa,3,Both,243,75-84 years,298,HIV/AIDS,2,Percent,2023,0.02164309255100825,0.032590588239361666,0.012924010135950735
1,All Population,1,Deaths,196,South Africa,3,Both,243,75-84 years,298,HIV/AIDS,3,Rate,2023,146.12690298160356,219.37341987566975,87.79369445789884
1,All Population,1,Deaths,196,South Africa,3,Both,284,20-54 years,298,HIV/AIDS,1,Number,2023,83364.8088936962,101894.4061727231,64062.063818415314
1,All Population,1,Deaths,196,South Africa,3,Both,284,20-54 years,298,HIV/AIDS,2,Percent,2023,0.38868872006788646,0.4780245774208522,0.2979647234394301
1,All Population,1,Deaths,196,South Africa,3,Both,284,20-54 years,298,HIV/AIDS,3,Rate,2023,247.42134408843194,302.4159866124775,190.1320490669269
1,All Population,1,Deaths,196,South Africa,3,Both,388,1-5 months,298,HIV/AIDS,1,Number,2023,220.45660488495798,260.2780353415704,180.1205956668064
1,All Population,1,Deaths,196,South Africa,3,Both,388,1-5 months,298,HIV/AIDS,2,Percent,2023,0.021471235492257823,0.025299710926122446,0.01796061730280461
1,All Population,1,Deaths,196,South Africa,3,Both,388,1-5 months,298,HIV/AIDS,3,Rate,2023,49.58078897400365,58.53664648229905,40.50920247224175
1,All Population,1,Deaths,196,South Africa,3,Both,389,6-11 months,298,HIV/AIDS,1,Number,2023,268.76530468163253,321.22777123966006,228.6318027222563
1,All Population,1,Deaths,196,South Africa,3,Both,389,6-11 months,298,HIV/AIDS,2,Percent,2023,0.05327205870602641,0.06240152571919483,0.04500474359325293
1,All Population,1,Deaths,196,South Africa,3,Both,389,6-11 months,298,HIV/AIDS,3,Rate,2023,51.635275720901845,61.7143814631077,43.92481457424268
1,All Population,1,Deaths,196,South Africa,3,Both,420,<70 years,298,HIV/AIDS,1,Number,2023,110659.52214455837,137574.86315324483,83756.13849075728
1,All Population,1,Deaths,196,South Africa,3,Both,420,<70 years,298,HIV/AIDS,2,Percent,2023,0.27115206982048556,0.3352600131864056,0.20580867485987658
1,All Population,1,Deaths,196,South Africa,3,Both,420,<70 years,298,HIV/AIDS,3,Rate,2023,179.88085153560772,223.63266219035728,136.1484779716499
